"Organization Name","Address","City","State","Postcode","Main Phone #","Discipline","Council District","Community Board","Borough","Latitude","Longitude","Census Tract","BIN","BBL","NTA"
"Kenkeleba House, New York","214 East Second Street","New York","NY","10009","(212) 674-3939","Visual Arts","Manhattan Council District #2","Manhattan Community Board #3","Manhattan","40.721794","-73.982889","2202","1004609","1003850063","MN0303"
"Kentler International Drawing Space, Inc.","353 Van Brunt St","Brooklyn","NY","11231","(718) 875-2098","Visual Arts","Brooklyn Council District #38","Brooklyn Community Board #6","Brooklyn","40.677105","-74.013177","5301","3319434","3005760004","BK0601"
"Kerri Edge Children's Dance Ensemble, Inc.","217-12 Merrick Boulevard","Laurelton","NY","11413","(718) 527-2011","Dance","Queens Council District #31","Queens Community Board #13","Queens","40.679923","-73.752087","358","4279942","4130110037","QN1305"
"Kettle Corn New Music INC","145 4th Avenue","New York","NY","10003","(917) 902-4619","Music","Manhattan Council District #2","Manhattan Community Board #3","Manhattan","40.733916","-73.989872","42","1077569","1005590009","MN0303"
"Keys to the Future Festival, Inc.","200 West 20th Street, Ste. 502","New York","NY","10011","(212) 242-2691","Music","Manhattan Council District #3","Manhattan Community Board #4","Manhattan","40.742299","-73.997196","87","1068149","1007697503","MN0401"
"Kinding Sindaw Heritage Foundation, Inc.","37-30 73rd St.","Jackson Heights","NY","11372","(917) 710-2335","Folk Arts","Manhattan Council District #2","Queens Community Board #3","Queens","40.748037","-73.892577","291","4029772","4012830016","QN0301"
"Kindred Arts","244 Madison Ave, Ste 172, Ste 172","New York","NY","10016","(917) 685-6855","New Media","Manhattan Council District #9","Manhattan Community Board #10","Manhattan","40.750131","-73.981247","82","1017221","1008670057","MN0502"
"King Manor Association of Long Island, Inc.","150-03 Jamaica Avenue","Jamaica","NY","11432","(718) 206-0545","Museum","Queens Council District #24","Queens Community Board #12","Queens","40.702376","-73.803607","240","4438667","4096820001","QN1201"
"Kings Bay YM-YWHA, Inc.","3495 Nostrand Ave","Brooklyn","NY","11229","(718) 648-7703","Multi-Discipline, Performing","Brooklyn Council District #45","Brooklyn Community Board #15","Brooklyn","40.598817","-73.94157","570","3200300","3073630036","BK1503"
"Kingsborough Community College Auxiliary Enterprises Corp.","Kingsborough Community College Auxiliary Enterprises","Brooklyn","NY","11235","(718) 368-4539","Multi-Discipline, Performing","Brooklyn Council District #48","Brooklyn Community Board #15","Brooklyn","40.577904","-73.93535","616","3000000","3087600060","BK1503"
"Kingsbridge Heights Community Center, Inc.","3101 Kingsbridge Terrace","Bronx","NY","10463","(718) 884-0700","Multi-Discipline, Non-Perform","Bronx Council District #14","Bronx Community Board #8","Bronx","40.877505","-73.90033","277","2015788","2032570111","BX0801"
"Kings County Shakespeare Company, Inc.","138 South Oxford Street, #1C","Brooklyn","NY","11217","(718) 398-2546","Theater","Brooklyn Council District #33","Brooklyn Community Board #2","Brooklyn","40.685073","-73.973221","179","3000000","3020040048","BK0203"
"Kings Majestic Corporation","10 Lafayette Ave., 4th Floor","Brooklyn","NY","11217","(929) 506-5886","Multi-Discipline, Performing","Brooklyn Council District #35","Brooklyn Community Board #2","Brooklyn","40.686754","-73.978661","35","3428715","3021107501","BK0203"
"Kleinman Holocaust Education Center Inc","5923 Strickland Avenue","Brooklyn","NY","11234","(718) 759-6200","Museum","Brooklyn Council District #46","Brooklyn Community Board #18","Brooklyn","40.607938","-73.915358","698","3391939","3084707501","BK1802"
"Knickerbocker Chamber Orchestra","P. O. Box 838","New York","NY","10272","(212) 267-3102","Music","Manhattan Council District #1","Manhattan Community Board #1","Manhattan",,,,,,
"Knowledge Project","111 John Street, Suite 1070","New York","NY","10038","(212) 346-9933","Multi-Discipline, Performing","Manhattan Council District #1","Manhattan Community Board #1","Manhattan","40.707671","-74.005764","1502","1001167","1000750030","MN0101"
"KODA Arts Inc.","1062 Dean St Apt 3","Brooklyn","NY","11216","(929) 303-2884",,,"Brooklyn Community Board #8","Brooklyn","40.67742","-73.954722","221","3030252","3012110015","BK0802"
"Korean American Heritage Foundation, Inc.","163-07 Depot Road, #206","Flushing","NY","11358","(646) 275-0549","Folk Arts","Queens Council District #19","Queens Community Board #7","Brooklyn",,,,,,
"Korean Art Forum","616 W 207th St.","New York City","NY","10034","(347) 840-1142","Visual Arts","Manhattan Council District #10","Manhattan Community Board #12","Manhattan","40.86781","-73.9213","295","1064984","1022410024","MN1203"
"Korean Community Service of Metropolitan New York","203-05 32nd Avenue","Bayside","NY","11361","(718) 939-6137","Dance","Queens Council District #20","Queens Community Board #11","Queens","40.770539","-73.786535","1085","4134304","4060300040","QN1101"
"Korean Traditional Marching Band, Inc.","45-19 162 Street","Flushing","NY","11358","(646) 808-7272","Music","Queens Council District #20","Queens Community Board #7","Queens","40.755665","-73.804616","1191","4123255","4054410029","QN0705"
"Korean Traditional Performing Arts Association, Inc.","142 West 49th Street","New York","NY","10019","(212) 921-9344","Folk Arts","Manhattan Council District #3","Manhattan Community Board #5","Manhattan","40.759798","-73.982172","125","1022694","1010010055","MN0502"
"Korea Society","350 Madison Avenue, 24th Floor","New York","NY","10017","(212) 759-7525","Visual Arts","Manhattan Council District #4","Manhattan Community Board #6","Manhattan","40.754374","-73.978145","94","1035377","1012790057","MN0502"
"Kota Alliance, Inc.","43 St Nicholas Pl","New York","NY","10031","(347) 884-3626",,,"Manhattan Community Board #9","Manhattan","40.828581","-73.941459","23501","1061619","1020670030","MN0903"
"KowTeff School of African Dance","168 Macon St","Brooklyn","NY","11216","(718) 789-5870","Multi-Discipl, Perf & Non-Perf","Brooklyn Council District #36","Brooklyn Community Board #10","Brooklyn","40.681665","-73.944476","269","3053319","3018510029","BK0301"
"KRVC Development Corporation","505 West 236th Street","Bronx","NY","10463","(718) 543-7100","Multi-Discipline, Performing","Bronx Council District #11","Bronx Community Board #8","Bronx","40.886562","-73.907206","295","2084186","2057960167","BX0803"
"Kundiman, Inc.","99 Wall St","New York","NY","10005","(347) 693-6506","Literature","Manhattan Council District #8","Manhattan Community Board #1","Manhattan","40.705","-74.007156","7","1000865","1000337501","MN0101"
"Kunqu Society, Inc.","POB 528301","Flushing","NY","11352","(718) 352-0070","Folk Arts","Queens Council District #20","Queens Community Board #7","Queens",,,,,,
"Kupferberg Center Performances","65-30 Kissena Boulevard","Queens","NY","11367","(718) 997-2785","Multi-Discipline, Performing","Queens Council District #24","Queens Community Board #8","Queens","40.736707","-73.814703","809","4141870","4065170001","QN0801"
"Kweli Journal, Inc.","334 East 73rd Street","New York","NY","10021","(646) 709-7026","Literature","Manhattan Council District #5","Manhattan Community Board #8","Manhattan","40.769085","-73.956941","12601","1044886","1014470033","MN0801"
"KW Projects, Inc.","145 17th Street, #2","Brooklyn","NY","11215","(646) 330-7609","Dance","Brooklyn Council District #38","Brooklyn Community Board #7","Manhattan",,,,,,
"Kyo-Shin-An Arts, Inc.","44 Prospect Park West #C6","Brooklyn","NY","11215","(718) 832-5435","Music","Brooklyn Council District #33","Brooklyn Community Board #6","Manhattan",,,,,,
"L'Amore della Musica Inc.","736 W 187 St","New York","NY","10033","(212) 795-1951","Music","Manhattan Council District #10","Manhattan Community Board #12","Manhattan","40.854672","-73.935262","271","1087079","1021807503","MN1202"
"L'Opera Francais de New York, Inc.","620 Fifth Avenue, 6th Floor","New York","NY","10020","(212) 632-5565","Music","Manhattan Council District #3","Manhattan Community Board #5","Manhattan","40.758323","-73.977368","104","1075692","1012650050","MN0502"
"La Asociacion Benefica Cultural Padre Billini, Inc.","35-34 105th Street","Corona","NY","11368","(718) 651-8427","Dance","Queens Council District #24","Queens Community Board #3","Queens","40.754876","-73.863206","379","4437218","4017460027","QN0303"
"LAByrinth, Inc.","50 Central Park W","New York","NY","10023","(212) 513-1018","Theater","Manhattan Council District #3","Manhattan Community Board #7","Manhattan","40.77169","-73.979273","149","1028138","1011170036","MN0701"
"La Casa de la Herencia Cultural Puertorriquena","1230 Fifth Avenue","New York City","NY","10029","(212) 722-2600","Multi-Discipl, Perf & Non-Perf","Manhattan Council District #8","Manhattan Community Board #11","Manhattan","40.793072","-73.951992","168","1051499","1016100001","MN1101"
"La Compagnia de' Colombari, Inc.","PO Box 17","New York","NY","10014","(646) 246-6307","Theater","Manhattan Council District #3","Manhattan Community Board #2","Manhattan",,,,,,
"La Donna Dance, Inc.","140 2nd Ave","New York","NY","10003","(212) 982-1227","Dance","Manhattan Council District #2","Manhattan Community Board #3","Manhattan","40.728956","-73.987401","38","1006362","1004500006","MN0303"
"La Fortaleza Community Development Corporation","215 East 99th Street","El Barrio/NY,","NY","10029","(646) 633-1790","Multi-Discipl, Perf & Non-Perf","Manhattan Council District #8","Manhattan Community Board #12","Manhattan","40.786963","-73.947537","164","1052383","1016490009","MN1101"
"LaGuardia and Wagner Archives","31-10 Thomson Avenue","Long Island City","NY","11101","(718) 482-5301","Humanities","Queens Council District #26","Queens Community Board #2","Queens","40.744902","-73.935022","17902","4003534","4002780001","QN0202"
"LaGuardia Performing Arts Center","31-10 Thomson Avenue, Room E413","Long Island City","NY","11101","(718) 482-5301","Multi-Discipline, Performing","Queens Council District #26","Queens Community Board #1","Queens","40.744902","-73.935022","17902","4003534","4002780001","QN0202"
"La Mama Experimental Theater Club, Inc.","74A East 4th Street","New York","NY","10003","(212) 254-6468","Theater","Manhattan Council District #2","Manhattan Community Board #3","Manhattan","40.726494","-73.990169","38",,,"MN0303"
"LaMicro Theater, Inc.","43-08 41st. Street  Apt.4A","New York","NY","11104","(212) 929-0332","Theater","Manhattan Council District #2","Manhattan Community Board #3","Manhattan",,,,,,
"Landmark West, Inc.","45 W 67th St","New York","NY","10023","(212) 496-8110","Architecture/Design","Manhattan Council District #6","Manhattan Community Board #7","Manhattan","40.773595","-73.979594","15301","1028260","1011207501","MN0701"
"Lark Theatre Company","311 West 43rd Street","New York","NY","10036","(212) 246-2676","Theater","Manhattan Council District #6","Manhattan Community Board #4","Manhattan","40.75818","-73.989922","12101","1024965","1010347501","MN0402"
"Latin American Film Center, Inc.","3 Washington Square Village","New York","NY","10012","(214) 674-5877","Film/Video/Audio","Manhattan Council District #4","Manhattan Community Board #2","Manhattan","40.727881","-73.998557","5501","1077835","1005330001","MN0202"
"Latin American Intercultural Alliance","86-28 110th Street","Richmond Hill","NY","11418","(347) 995-2745","Multi-Discipl, Perf & Non-Perf","Queens Council District #27","Queens Community Board #12","Queens","40.697707","-73.838573","128","4192199","4092050019","QN0902"
"Latin American Theater Experiment & Associates","107 Suffolk St","New York","NY","10002","(212) 529-1948","Theater","Manhattan Council District #1","Manhattan Community Board #3","Manhattan","40.718943","-73.986122","1402","1004301","1003530054","MN0302"
"Latin American Theatre Ensemble Inc.","350 West 51st Street,  Apt. 13-D","New York","NY","10019","(212) 397-3262","Theater","Manhattan Council District #8","Manhattan Community Board #11","Manhattan","40.76374","-73.987632","133","1025183","1010410050","MN0402"
"Latin American Workshop, Inc.","985 Amsterdam Avenue","New York","NY","10025","(212) 665-9460","Film/Video/Audio","Manhattan Council District #8","Manhattan Community Board #11","Manhattan","40.801931","-73.96461","193","1055998","1018630003","MN0703"
"Latin Jazz Coalition","80-15 Cross Island Parkway","Bellerose","NY","11426","(718) 343-3113","Music","Queens Council District #23","Queens Community Board #13","Queens","40.740198","-73.725037","157101","4165637","4078990040","QN1302"
"Latino Film Market Inc","812 Riverside drive","NY","NY","10032","(347) 252-7952","Film/Video/Audio","Manhattan Council District #10","Manhattan Community Board #12","Manhattan","40.835489","-73.945583","247","1063305","1021367501","MN1201"
"Latino International Theater Festival of New York, Inc.","142 East 27th Street, Ste. 1A","New York","NY","10016","(212) 695-4010","Theater","Manhattan Council District #2","Manhattan Community Board #6","Manhattan","40.741825","-73.982458","68","1018149","1008820056","MN0602"
"La Troupe Makandal, Inc.","621 Rutland Rd Apt 4C","Brooklyn","NY","11203","(718) 953-6638","Multi-Discipline, Performing","Brooklyn Council District #40","Brooklyn Community Board #9","Brooklyn","40.660056","-73.940118","810","3107065","3048040040","BK0902"
"Latsky Dance, Inc.","400 West 43rd Street, Suite 21S","New York","NY","10036","(917) 929-6985","Dance","Manhattan Council District #3","Manhattan Community Board #4","Manhattan","40.759302","-73.992636","12102","1083745","1010520001","MN0402"
"Laundromat Project, Inc.","1476 Fulton St","Brooklyn","NY","11216","(718) 574-0798","Visual Arts","Brooklyn Council District #36","Brooklyn Community Board #3","Brooklyn","40.67997","-73.941903","271","3345900","3018630034","BK0302"
"Laurie Foundation for the Performing Arts, Inc.","547 West 26th Street","New York","NY","10001","(212) 244-0015","Dance","Manhattan Council District #3","Manhattan Community Board #4","Manhattan","40.750259","-74.004345","9902","1012390","1006980010","MN0401"
